attack_first,defense_first,hp_first,name_first,sp_attack_first,sp_defense_first,attack_second,defense_second,hp_second,name_second,sp_attack_second,sp_defense_second,pokedex_number,winner_name
130,120,105,Rhydon,45,45,80,90,30,Kabuto,55,45,112,Rhydon
103,80,75,Leavanny,70,80,100,100,100,Celebi,100,100,542,Leavanny
75,75,78,Dartrix,70,70,53,62,50,Mareanie,43,52,747,Mareanie
100,66,75,Ambipom,60,66,70,45,55,Growlithe,70,50,58,Growlithe
100,85,95,Samurott,108,70,48,65,44,Squirtle,50,64,7,Squirtle
130,115,55,Kingler,50,50,40,50,70,Spheal,55,50,99,Kingler
75,85,60,Starmie,100,85,50,70,60,Dustox,50,90,269,Dustox
95,85,65,Qwilfish,55,55,131,95,126,Xerneas,131,98,716,Xerneas
63,37,45,Elekid,65,55,35,35,40,Meowth,50,40,239,Elekid
75,60,55,Emolga,75,60,75,75,75,Beheeyem,125,95,606,Beheeyem
50,40,55,Minccino,40,40,82,100,80,Meganium,83,100,154,Meganium
160,60,80,Hoopa,170,130,41,77,66,Lileep,61,87,345,Lileep
65,65,70,Delcatty,55,55,54,53,53,Inkay,37,46,301,Delcatty
20,55,50,Metapod,25,25,48,45,60,Drowzee,43,90,11,Metapod
150,90,100,Kyogre,180,160,103,75,100,Shaymin,120,75,492,Shaymin
46,34,35,Sentret,35,45,150,90,100,Kyogre,180,160,382,Kyogre
105,90,92,Hydreigon,125,90,120,65,70,Weavile,45,85,635,Hydreigon
105,105,70,Boldore,50,40,35,50,55,Ledian,55,110,166,Ledian
40,60,45,Swablu,40,75,105,60,65,Primeape,60,70,57,Primeape
68,72,86,Pyroar,109,66,129,90,91,Terrakion,72,90,668,Pyroar
60,79,95,Milotic,100,125,98,63,65,Togedemaru,40,73,350,Milotic
85,70,70,Marshtomp,60,70,60,45,50,Roselia,100,80,259,Marshtomp
55,99,40,Whirlipede,40,79,66,70,59,Pumpkaboo,44,55,544,Whirlipede
113,89,137,Lunala,137,107,125,75,75,Sawk,30,75,792,Lunala
150,50,60,Aegislash,150,50,85,75,90,Raikou,115,100,681,Aegislash
80,100,45,Honedge,35,37,92,65,80,Seaking,65,80,679,Honedge
30,30,30,Sunkern,30,30,90,65,65,Fearow,61,61,22,Fearow
60,60,60,Mismagius,105,105,64,45,41,Dratini,50,50,429,Mismagius
80,95,50,Bonsly,10,45,136,94,65,Lopunny,54,96,438,Bonsly
100,80,80,Flygon,80,80,85,51,77,Kricketune,55,51,330,Flygon
50,45,40,Natu,70,45,140,70,70,Sharpedo,110,65,177,Natu
50,91,44,Ferroseed,24,86,50,95,85,Togekiss,120,115,597,Ferroseed
95,55,55,Sneasel,35,75,110,95,95,Bouffalant,40,95,215,Sneasel
129,90,91,Terrakion,72,90,56,40,41,Froakie,62,44,656,Froakie
80,90,85,Porygon2,105,95,75,70,65,Xatu,95,70,233,Porygon2
55,75,70,Vullaby,45,65,52,48,50,Psyduck,65,50,629,Vullaby
90,72,91,Virizion,90,129,120,90,100,Passimian,40,60,766,Passimian
65,50,52,Deino,45,50,10,230,20,Shuckle,10,230,633,Deino
75,80,70,Manectric,135,80,40,50,55,Frillish,65,85,592,Frillish
150,60,65,Absol,115,60,20,30,40,Ledyba,40,80,165,Ledyba
101,103,97,Celesteela,107,101,100,122,85,Gourgeist,58,75,797,Celesteela
55,55,68,Rowlet,50,50,25,45,20,Mime Jr.,70,90,722,Rowlet
55,115,65,Tangela,100,40,82,62,67,Pancham,46,48,674,Pancham
101,103,97,Celesteela,107,101,55,30,40,Taillow,30,30,276,Taillow
45,40,40,Electrike,65,40,63,37,45,Elekid,65,55,309,Electrike
83,68,111,Gastrodon,92,82,85,140,70,Torkoal,85,70,423,Gastrodon
50,50,50,Snorunt,50,50,145,88,70,Lucario,140,70,361,Snorunt
100,70,80,Machoke,50,60,120,70,85,Staraptor,50,60,398,Staraptor
55,80,55,Sandygast,70,45,29,131,43,Cosmoem,29,131,769,Sandygast
64,45,41,Dratini,50,50,81,71,78,Talonflame,74,69,147,Dratini
105,65,80,Victreebel,100,70,82,95,57,Charjabug,55,75,71,Victreebel
50,50,50,Snorunt,50,50,150,90,100,Kyogre,180,160,382,Kyogre
63,90,55,Swadloon,50,80,45,48,70,Clefairy,60,65,541,Swadloon
139,139,107,Buzzwole,53,53,80,91,57,Klefki,80,87,794,Buzzwole
87,60,46,Axew,30,40,55,30,40,Taillow,30,30,276,Taillow
120,79,80,Luxray,95,79,25,45,76,Munna,67,55,405,Luxray
89,85,75,Grotle,55,65,40,60,60,Lampent,95,60,608,Lampent
115,80,80,Unfezant,65,55,100,60,60,Minior,100,60,521,Unfezant
95,180,50,Cloyster,85,45,47,52,55,Nidoran♀,40,40,91,Cloyster
90,45,170,Wailord,90,45,40,90,20,Duskull,30,90,321,Wailord
110,120,80,Volcanion,130,90,80,50,60,Teddiursa,50,50,216,Teddiursa
80,140,65,Skarmory,40,70,45,55,30,Staryu,70,55,227,Skarmory
15,20,20,Feebas,10,55,30,30,30,Sunkern,30,30,349,Feebas
100,60,60,Minior,100,60,60,65,85,Volcarona,135,105,637,Volcarona
82,95,57,Charjabug,55,75,70,40,80,Accelgor,100,60,737,Charjabug
140,130,115,Rhyperior,55,55,40,70,30,Horsea,70,25,116,Horsea
45,59,30,Venipede,30,39,60,110,65,Glaceon,130,95,543,Venipede
124,80,89,Golurk,55,80,101,103,97,Celesteela,107,101,797,Celesteela
65,60,65,Jolteon,110,95,125,75,75,Sawk,30,75,135,Jolteon
100,80,100,Piloswine,60,60,85,51,77,Kricketune,55,51,221,Piloswine
50,55,45,Oddish,75,65,40,90,20,Duskull,30,90,355,Duskull
80,95,60,Klang,70,85,90,140,75,Forretress,60,60,205,Forretress
98,63,75,Simipour,98,63,70,73,95,Clefable,95,90,516,Simipour
85,50,55,Trumbeak,40,50,129,90,91,Terrakion,72,90,732,Trumbeak
70,70,80,Ludicolo,90,100,65,40,40,Zorua,80,40,570,Zorua
40,48,52,Steenee,40,48,105,85,85,Gurdurr,40,50,533,Gurdurr
92,88,86,Malamar,68,75,95,69,60,Arbok,65,79,24,Arbok
55,55,55,Elgyem,85,55,103,75,100,Shaymin,120,75,605,Elgyem
72,72,101,Aromatisse,99,89,139,139,107,Buzzwole,53,53,794,Buzzwole
110,60,88,Gumshoos,55,60,29,131,43,Cosmoem,29,131,790,Cosmoem
53,48,50,Pansage,53,48,145,88,70,Lucario,140,70,448,Lucario
92,65,80,Seaking,65,80,75,100,60,Metang,55,80,119,Seaking
38,39,44,Flabébé,61,79,130,60,65,Flareon,95,110,136,Flareon
104,105,55,Huntail,94,75,107,101,97,Necrozma,127,89,367,Huntail
110,90,85,Stoutland,45,90,60,40,40,Spinarak,40,40,508,Stoutland
52,67,42,Binacle,39,56,130,115,55,Kingler,50,50,99,Kingler
75,50,70,Stufful,45,50,120,53,50,Hitmonlee,35,110,106,Hitmonlee
40,60,60,Shroomish,40,60,80,60,75,Furfrou,65,90,676,Furfrou
115,80,85,Eelektross,105,80,60,95,50,Magneton,120,70,82,Magneton
50,40,50,Swinub,30,30,125,40,67,Cranidos,30,30,408,Cranidos
120,130,80,Golem,55,65,83,50,70,Rufflet,37,50,76,Golem
29,31,43,Cosmog,29,31,53,70,45,Sewaddle,40,60,540,Sewaddle
105,105,80,Mesprit,105,105,95,60,75,Cinccino,65,60,481,Mesprit
95,100,65,Shelgon,60,50,75,90,50,Sandshrew,10,35,27,Sandshrew
147,90,76,Haxorus,60,70,35,35,38,Kirlia,65,55,612,Haxorus
100,60,73,Seviper,100,60,55,90,60,Chandelure,145,90,336,Seviper
90,129,91,Cobalion,90,72,20,30,40,Ledyba,40,80,165,Ledyba
82,78,80,Golduck,95,80,130,80,60,Breloom,60,60,55,Golduck
65,67,74,Floette,125,128,120,120,120,Arceus,120,120,493,Arceus
132,105,90,Abomasnow,132,105,80,90,110,Walrein,95,90,365,Walrein
58,58,125,Lanturn,76,76,70,50,50,Mudkip,50,50,171,Lanturn
58,57,67,Dedenne,81,67,73,75,65,Volbeat,47,85,702,Dedenne
150,50,60,Aegislash,150,50,55,39,45,Patrat,35,39,681,Aegislash
90,140,60,Lairon,50,50,85,70,65,Eelektrik,75,70,603,Eelektrik
50,40,50,Swinub,30,30,40,80,60,Exeggcute,60,45,102,Exeggcute
69,69,60,Brionne,91,81,75,45,50,Karrablast,40,45,588,Karrablast
75,55,75,Sunflora,105,85,50,58,62,Litleo,73,54,192,Sunflora
69,95,60,Wormadam,69,95,107,75,78,Decidueye,100,100,724,Decidueye
25,35,60,Spoink,70,80,38,39,44,Flabébé,61,79,669,Flabébé
60,45,50,Roselia,100,80,56,77,85,Diggersby,50,77,315,Roselia
82,62,67,Pancham,46,48,55,60,60,Ribombee,95,70,674,Pancham
123,75,100,Braviary,57,75,100,100,100,Victini,100,100,628,Braviary
60,30,45,Houndour,80,50,60,126,103,Audino,80,126,531,Audino
55,60,60,Ribombee,95,70,45,45,50,Skitty,35,35,300,Skitty
70,35,130,Wailmer,70,35,71,43,84,Loudred,71,43,320,Wailmer
80,65,65,Herdier,35,65,78,103,54,Tirtouga,53,45,507,Herdier
65,64,50,Totodile,44,48,80,91,57,Klefki,80,87,158,Totodile
56,35,30,Rattata,25,35,55,52,62,Heliolisk,109,94,19,Rattata
125,75,75,Sawk,30,75,57,55,67,Swoobat,77,55,528,Swoobat
45,55,30,Staryu,70,55,103,80,75,Leavanny,70,80,542,Leavanny
40,40,40,Slugma,70,40,95,100,65,Shelgon,60,50,372,Shelgon
104,78,78,Charizard,159,115,95,57,65,Magmar,100,85,6,Charizard
150,110,100,Swampert,95,110,100,135,45,Dusknoir,65,135,477,Dusknoir
95,125,75,Gliscor,45,75,85,50,45,Mienfoo,55,50,472,Gliscor
30,15,45,Smoochum,85,65,58,57,67,Dedenne,81,67,702,Dedenne
83,50,70,Rufflet,37,50,95,95,75,Kingdra,95,95,230,Kingdra
140,230,70,Aggron,60,80,49,65,45,Chikorita,49,65,306,Aggron
30,30,40,Lotad,40,50,70,80,90,Dewgong,70,95,270,Lotad
125,52,100,Honchkrow,105,52,85,40,50,Cacnea,85,40,430,Honchkrow
38,33,44,Helioptile,61,43,70,50,60,Beautifly,100,50,694,Helioptile
120,75,80,Toucannon,75,75,105,125,50,Mawile,55,95,303,Mawile
40,40,55,Mareep,65,45,64,60,68,Salazzle,111,60,758,Salazzle
51,23,64,Whismur,51,23,59,58,59,Braixen,90,70,293,Whismur
50,58,62,Litleo,73,54,81,71,78,Talonflame,74,69,663,Talonflame
72,90,91,Keldeo,129,90,70,45,58,Gible,40,45,443,Gible
45,90,31,Nincada,30,30,30,30,40,Wingull,55,30,278,Wingull
105,90,30,Krabby,25,25,105,105,70,Boldore,50,40,525,Boldore
75,115,100,Suicune,90,115,110,60,88,Gumshoos,55,60,735,Gumshoos
75,115,100,Suicune,90,115,80,80,83,Pidgeot,135,80,245,Suicune
78,95,61,Quilladin,56,58,100,63,75,Zebstrika,80,63,651,Quilladin
110,130,65,Leafeon,60,65,100,123,80,Venusaur,122,120,3,Venusaur
92,65,80,Seaking,65,80,91,63,104,Exploud,91,73,119,Seaking
45,40,59,Bidoof,35,40,50,150,50,Carbink,50,150,703,Carbink
80,65,65,Herdier,35,65,45,90,31,Nincada,30,30,507,Herdier
45,55,65,Seel,45,70,69,69,60,Brionne,91,81,729,Brionne
30,50,45,Gothita,55,65,30,50,45,Chingling,65,50,574,Gothita
80,65,65,Herdier,35,65,105,85,85,Gurdurr,40,50,533,Gurdurr
60,60,65,Persian,75,65,67,75,73,Ninetales,81,100,38,Ninetales
75,130,75,Uxie,75,130,70,120,120,Cresselia,75,130,480,Uxie
120,70,85,Staraptor,50,60,40,90,20,Duskull,30,90,355,Duskull
123,75,100,Braviary,57,75,150,140,70,Scizor,65,100,212,Scizor
165,95,68,Gallade,65,115,70,48,43,Phantump,50,60,708,Phantump
60,55,63,Pidgeotto,50,50,95,67,75,Magmortar,125,95,467,Magmortar
55,95,70,Gothitelle,95,110,95,67,75,Magmortar,125,95,467,Magmortar
75,100,60,Metang,55,80,120,90,100,Passimian,40,60,766,Passimian
30,50,45,Gothita,55,65,105,100,85,Feraligatr,79,83,574,Gothita
85,40,135,Munchlax,40,85,95,95,50,Hitmontop,35,110,446,Munchlax
91,63,104,Exploud,91,73,90,90,75,Houndoom,140,90,229,Houndoom
135,130,85,Gigalith,60,80,65,60,65,Espeon,130,95,526,Gigalith
117,80,95,Krookodile,65,70,38,33,44,Helioptile,61,43,553,Krookodile
20,40,50,Azurill,20,40,60,60,65,Persian,75,65,298,Azurill
60,30,40,Spearow,31,31,150,120,100,Zekrom,120,100,21,Spearow
97,66,85,Heatmor,105,66,70,45,140,Wigglytuff,85,50,40,Wigglytuff
77,60,70,Galvantula,97,60,90,129,91,Cobalion,90,72,638,Cobalion
35,50,45,Petilil,70,50,85,80,130,Lapras,85,95,131,Lapras
35,40,38,Scatterbug,27,25,45,55,30,Staryu,70,55,120,Staryu
40,85,50,Shelmet,40,65,40,50,60,Minun,75,85,616,Shelmet
98,63,65,Togedemaru,40,73,90,45,170,Wailord,90,45,777,Togedemaru
85,40,135,Munchlax,40,85,45,40,40,Cutiefly,55,40,446,Munchlax
107,75,78,Decidueye,100,100,60,60,60,Spinda,60,60,724,Decidueye
82,45,60,Krokorok,45,45,60,45,45,Lillipup,25,45,552,Krokorok
100,62,123,Gogoat,97,81,75,75,90,Politoed,90,100,186,Politoed
77,62,62,Tranquill,50,42,181,131,59,Kartana,59,31,520,Tranquill
80,100,45,Honedge,35,37,25,28,50,Cleffa,45,55,679,Honedge
78,73,110,Whiscash,76,71,125,70,75,Azelf,125,70,340,Whiscash
40,85,55,Togetic,80,105,80,55,75,Timburr,25,35,532,Timburr
60,30,72,Makuhita,20,30,130,90,106,Ho-Oh,110,154,250,Ho-Oh
100,70,80,Machoke,50,60,100,70,90,Goodra,110,150,706,Goodra
40,50,65,Duosion,125,60,89,77,58,Tyrunt,45,45,696,Tyrunt
115,90,95,Incineroar,80,90,115,60,73,Zangoose,60,60,727,Incineroar
45,40,40,Cutiefly,55,40,95,180,50,Cloyster,85,45,742,Cutiefly
45,35,40,Treecko,65,55,40,35,40,Tentacool,50,100,252,Treecko
78,73,110,Whiscash,76,71,55,75,90,Lickitung,60,75,340,Whiscash
55,55,70,Flaaffy,80,60,60,60,60,Slakoth,35,35,287,Slakoth
70,100,50,Aron,40,40,65,95,40,Koffing,60,45,109,Koffing
75,180,95,Slowbro,130,80,100,63,75,Zebstrika,80,63,80,Slowbro
48,43,50,Barboach,46,41,90,85,90,Zapdos,125,90,339,Barboach
55,50,50,Pidove,36,30,110,90,85,Stoutland,45,90,508,Stoutland
95,55,55,Sneasel,35,75,22,60,45,Spewpa,27,30,665,Spewpa
40,80,60,Exeggcute,60,45,45,160,35,Onix,30,45,102,Exeggcute
75,50,55,Staravia,40,40,38,33,44,Helioptile,61,43,694,Helioptile
35,45,45,Cherubi,62,53,55,35,35,Poochyena,30,30,420,Cherubi
30,40,45,Solosis,105,50,75,80,165,Alomomola,40,45,594,Alomomola
65,55,75,Palpitoad,65,55,82,57,47,Crabrawler,42,47,536,Palpitoad
75,53,68,Sliggoo,83,113,75,85,55,Roggenrola,25,25,524,Roggenrola
30,30,40,Wingull,55,30,82,45,60,Krokorok,45,45,552,Krokorok
62,45,47,Grubbin,55,45,70,105,60,Claydol,70,120,344,Claydol
125,52,100,Honchkrow,105,52,40,50,60,Minun,75,85,430,Honchkrow
77,62,62,Tranquill,50,42,50,40,50,Tympole,50,40,535,Tympole
77,60,70,Galvantula,97,60,110,110,75,Altaria,110,105,596,Galvantula
46,34,35,Sentret,35,45,155,109,95,Gyarados,70,130,130,Gyarados
104,105,55,Huntail,94,75,75,60,55,Emolga,75,60,367,Huntail
35,40,35,Hoppip,35,55,45,35,40,Zubat,30,40,187,Hoppip
61,40,48,Croagunk,61,40,74,74,80,Primarina,126,116,453,Croagunk
85,60,60,Combusken,85,60,95,85,90,Solrock,55,65,338,Solrock
66,70,59,Pumpkaboo,44,55,55,35,40,Fomantis,50,35,710,Pumpkaboo
57,40,46,Nidoran♂,40,40,90,115,65,Scrafty,45,115,32,Nidoran♂
40,50,40,Seedot,30,30,65,55,75,Palpitoad,65,55,536,Palpitoad
62,50,60,Snover,62,60,40,50,55,Frillish,65,85,592,Frillish
65,105,110,Mandibuzz,55,95,160,80,80,Blaziken,130,80,257,Blaziken
80,102,70,Vespiquen,80,102,53,48,50,Panpour,53,48,515,Panpour
103,80,75,Leavanny,70,80,30,38,42,Bounsweet,30,38,542,Leavanny
45,43,65,Woobat,55,43,40,50,40,Seedot,30,30,527,Woobat
56,35,30,Rattata,25,35,55,45,45,Delibird,65,45,225,Delibird
49,56,49,Finneon,49,61,70,40,40,Riolu,35,40,456,Finneon
60,80,90,Oranguru,90,110,110,90,85,Stoutland,45,90,508,Stoutland
35,30,40,Weedle,20,20,40,40,55,Mareep,65,45,13,Weedle
45,90,31,Nincada,30,30,81,71,78,Talonflame,74,69,663,Talonflame
95,180,50,Cloyster,85,45,101,103,97,Celesteela,107,101,797,Celesteela
5,5,100,Happiny,15,65,55,80,55,Sandygast,70,45,440,Happiny
65,45,76,Chatot,92,42,80,80,83,Pidgeot,135,80,441,Chatot
100,80,80,Flygon,80,80,64,58,58,Charmeleon,80,65,5,Charmeleon
90,120,65,Weezing,85,70,73,88,71,Clawitzer,120,89,110,Weezing
40,90,20,Duskull,30,90,120,80,80,Glalie,120,80,362,Glalie
125,100,65,Bisharp,60,70,57,55,67,Swoobat,77,55,528,Swoobat
52,67,42,Binacle,39,56,60,70,100,Jellicent,85,105,688,Binacle
120,100,100,Reshiram,150,120,55,55,68,Rowlet,50,50,643,Reshiram
40,50,60,Minun,75,85,94,50,70,Mothim,94,50,414,Mothim
90,130,100,Relicanth,45,65,80,55,75,Timburr,25,35,532,Timburr
120,75,80,Toucannon,75,75,75,100,60,Metang,55,80,375,Metang
85,55,55,Larvesta,50,55,85,45,35,Doduo,35,35,84,Doduo
52,48,50,Psyduck,65,50,30,30,60,Hoothoot,36,56,163,Hoothoot
85,49,60,Luxio,60,49,85,69,60,Watchog,60,69,505,Watchog
65,65,95,Sylveon,110,130,70,90,77,Vikavolt,145,75,700,Sylveon
95,62,73,Stantler,85,65,73,70,85,Hypno,73,115,234,Stantler
95,95,50,Hitmontop,35,110,89,71,83,Xurkitree,173,71,796,Xurkitree
75,100,60,Metang,55,80,65,60,65,Espeon,130,95,196,Espeon
61,65,56,Chespin,48,45,90,80,85,Crobat,70,80,169,Crobat
100,90,90,Moltres,125,85,50,40,60,Plusle,85,75,311,Plusle
65,65,95,Sylveon,110,130,95,80,60,Parasect,60,80,700,Sylveon
90,65,65,Fearow,61,61,65,60,130,Vaporeon,110,95,134,Vaporeon
80,100,40,Geodude,30,30,123,65,110,Emboar,100,65,74,Geodude
92,108,50,Spiritomb,92,108,135,60,110,Excadrill,50,65,530,Excadrill
98,63,75,Simisage,98,63,52,50,80,Vivillon,90,50,666,Vivillon
65,65,90,Slowpoke,40,40,110,60,88,Gumshoos,55,60,735,Gumshoos
104,105,55,Huntail,94,75,140,130,45,Wishiwashi,140,135,367,Huntail
95,95,50,Hitmontop,35,110,45,65,40,Mr. Mime,100,120,237,Hitmontop
95,50,45,Anorith,40,50,98,63,75,Simisear,98,63,514,Simisear
82,100,80,Meganium,83,100,51,23,64,Whismur,51,23,154,Meganium
40,55,30,Meditite,40,55,110,65,160,Snorlax,65,110,307,Meditite
65,90,50,Pineco,35,35,77,60,70,Galvantula,97,60,204,Pineco
132,105,90,Abomasnow,132,105,48,45,60,Drowzee,43,90,460,Abomasnow
69,69,60,Brionne,91,81,50,55,45,Oddish,75,65,729,Brionne
40,85,55,Togetic,80,105,56,40,41,Froakie,62,44,656,Froakie
105,115,72,Barbaracle,54,86,52,67,42,Binacle,39,56,689,Barbaracle
70,70,80,Ludicolo,90,100,75,100,60,Metang,55,80,272,Ludicolo
100,89,60,Scolipede,55,69,70,105,60,Claydol,70,120,545,Scolipede
115,105,60,Kabutops,65,70,45,35,45,Wurmple,20,30,265,Wurmple
130,80,110,Mamoswine,70,60,45,35,45,Wurmple,20,30,265,Wurmple
82,64,71,Purugly,64,59,94,50,70,Mothim,94,50,432,Purugly
60,60,60,Mismagius,105,105,50,35,65,Jynx,115,95,429,Mismagius
85,75,70,Tapu Lele,130,115,120,100,150,Giratina,120,100,786,Tapu Lele
100,200,80,Regirock,50,100,53,62,50,Mareanie,43,52,747,Mareanie
70,45,55,Growlithe,70,50,147,90,76,Haxorus,60,70,58,Growlithe
45,59,30,Venipede,30,39,100,115,60,Klinklang,70,85,543,Venipede
50,100,80,Regice,100,200,117,80,95,Krookodile,65,70,553,Krookodile
147,90,76,Haxorus,60,70,70,65,80,Tentacruel,80,120,612,Haxorus
140,130,115,Rhyperior,55,55,80,65,43,Corphish,50,35,341,Corphish
89,116,67,Bronzong,79,116,65,60,70,Venomoth,90,75,437,Bronzong
89,85,75,Grotle,55,65,72,48,48,Unown,72,48,388,Grotle
60,95,50,Magneton,120,70,60,50,60,Deerling,40,50,82,Magneton
78,103,54,Tirtouga,53,45,50,34,90,Drifloon,60,44,425,Drifloon
92,75,78,Hawlucha,74,63,120,120,120,Arceus,120,120,701,Hawlucha
60,32,45,Blitzle,50,32,72,78,68,Hippopotas,38,42,522,Blitzle
103,80,75,Leavanny,70,80,90,45,1,Shedinja,30,30,542,Leavanny
50,40,55,Minccino,40,40,105,70,68,Bruxish,70,70,572,Minccino
85,50,60,Raichu,95,85,95,90,50,Deoxys,95,90,386,Deoxys
136,94,65,Lopunny,54,96,65,34,45,Shinx,40,34,428,Lopunny
55,75,70,Vullaby,45,65,25,25,28,Ralts,45,35,629,Vullaby
75,50,70,Stufful,45,50,90,55,52,Farfetch'd,58,62,759,Stufful
90,65,68,Gabite,50,55,75,75,90,Politoed,90,100,444,Gabite
120,90,100,Passimian,40,60,62,45,47,Grubbin,55,45,766,Passimian
72,90,91,Keldeo,129,90,30,55,50,Litwick,65,55,647,Keldeo
55,115,65,Tangela,100,40,75,110,85,Palossand,100,75,770,Palossand
150,40,65,Beedrill,15,80,55,80,40,Beldum,35,60,374,Beldum
105,65,80,Victreebel,100,70,120,75,90,Granbull,60,60,71,Victreebel
47,50,50,Joltik,57,50,92,65,70,Basculin,80,55,595,Joltik
45,35,40,Treecko,65,55,100,45,45,Trapinch,45,45,328,Trapinch
80,90,30,Kabuto,55,45,45,65,80,Grumpig,90,110,140,Kabuto
50,62,50,Trubbish,40,62,48,66,62,Swirlix,59,57,684,Swirlix
120,95,71,Genesect,120,95,110,130,65,Leafeon,60,65,649,Genesect
74,50,59,Golett,35,50,55,39,45,Patrat,35,39,622,Golett
170,115,108,Garchomp,120,95,30,41,38,Zigzagoon,30,41,263,Zigzagoon
58,44,44,Chimchar,58,44,130,80,95,Beartic,70,80,614,Beartic
75,70,65,Xatu,95,70,54,54,50,Popplio,66,56,728,Popplio
65,35,35,Remoraid,65,35,73,88,71,Clawitzer,120,89,223,Remoraid
110,80,70,Scyther,55,80,40,50,60,Minun,75,85,123,Scyther
44,40,48,Salandit,71,40,105,75,105,Muk,65,100,89,Muk
100,70,90,Goodra,110,150,140,230,70,Aggron,60,80,706,Goodra
45,65,40,Mr. Mime,100,120,95,85,90,Solrock,55,65,338,Solrock
40,55,40,Baltoy,40,70,70,40,55,Cubchoo,60,40,343,Baltoy
10,55,20,Magikarp,15,20,140,70,70,Sharpedo,110,65,129,Magikarp
48,76,74,Meowstic,83,81,95,85,90,Solrock,55,65,338,Solrock
55,35,40,Fomantis,50,35,56,40,41,Froakie,62,44,656,Froakie
72,78,68,Hippopotas,38,42,45,90,31,Nincada,30,30,449,Hippopotas
50,35,65,Jynx,115,95,120,79,80,Luxray,95,79,124,Jynx
85,51,77,Kricketune,55,51,95,125,75,Gliscor,45,75,472,Gliscor
98,63,75,Simipour,98,63,120,75,90,Granbull,60,60,516,Simipour
100,100,100,Mew,100,100,30,50,45,Gothita,55,65,574,Gothita
85,55,55,Larvesta,50,55,84,78,78,Typhlosion,109,85,157,Typhlosion
107,101,97,Necrozma,127,89,124,80,89,Golurk,55,80,623,Golurk
130,80,60,Breloom,60,60,47,52,55,Nidoran♀,40,40,286,Breloom
130,75,90,Ursaring,75,75,29,45,40,Burmy,29,45,412,Burmy
100,135,45,Dusknoir,65,135,80,65,43,Corphish,50,35,477,Dusknoir
50,58,62,Litleo,73,54,25,45,20,Mime Jr.,70,90,439,Mime Jr.
132,105,90,Abomasnow,132,105,60,60,65,Persian,75,65,460,Abomasnow
55,75,70,Vullaby,45,65,140,70,70,Sharpedo,110,65,629,Vullaby
150,140,70,Scizor,65,100,75,110,85,Palossand,100,75,212,Scizor
68,83,99,Tropius,72,87,85,40,50,Cacnea,85,40,331,Cacnea
85,70,70,Marshtomp,60,70,69,85,55,Bergmite,32,35,712,Bergmite
45,55,45,Snivy,45,55,30,50,45,Gothita,55,65,574,Gothita
60,70,90,Sealeo,75,70,57,40,46,Nidoran♂,40,40,32,Nidoran♂
120,100,100,Reshiram,150,120,65,65,70,Delcatty,55,55,301,Delcatty
69,69,60,Brionne,91,81,110,65,160,Snorlax,65,110,729,Brionne
70,80,85,Noivern,97,80,50,120,60,Magcargo,90,80,715,Noivern
53,48,50,Pansear,53,48,73,55,62,Fletchinder,56,52,513,Pansear
85,69,60,Watchog,60,69,100,120,80,Latias,140,150,505,Watchog
55,99,40,Whirlipede,40,79,35,55,50,Cascoon,25,25,544,Whirlipede
60,60,60,Spinda,60,60,125,140,75,Golisopod,60,90,768,Golisopod
110,110,75,Altaria,110,105,85,75,70,Tapu Lele,130,115,786,Tapu Lele
73,88,71,Clawitzer,120,89,70,105,60,Claydol,70,120,344,Claydol
40,35,40,Tentacool,50,100,75,35,50,Bellsprout,70,30,72,Tentacool
93,67,103,Skuntank,71,61,60,85,78,Drampa,135,91,780,Drampa
55,50,50,Pidove,36,30,75,80,95,Slowking,100,110,519,Pidove
105,100,85,Feraligatr,79,83,70,90,77,Vikavolt,145,75,738,Vikavolt
55,35,40,Fomantis,50,35,30,30,30,Sunkern,30,30,191,Sunkern
80,50,80,Grimer,40,50,160,110,110,Regigigas,80,110,486,Regigigas
50,40,60,Plusle,85,75,80,140,65,Skarmory,40,70,311,Plusle
100,100,100,Jirachi,100,100,137,107,137,Solgaleo,113,89,791,Solgaleo
48,48,48,Ditto,48,48,75,95,75,Serperior,75,95,132,Ditto
120,100,150,Giratina,120,100,65,64,50,Totodile,44,48,158,Totodile
105,65,80,Victreebel,100,70,40,15,20,Pichu,35,35,71,Victreebel
69,85,55,Bergmite,32,35,100,95,75,Tauros,40,70,712,Bergmite
65,60,65,Espeon,130,95,124,80,89,Golurk,55,80,623,Golurk
70,70,100,Dunsparce,65,65,45,80,60,Shiinotic,90,100,206,Dunsparce
100,60,35,Dugtrio,50,70,82,95,57,Charjabug,55,75,737,Charjabug
105,75,75,Octillery,105,75,90,20,45,Carvanha,65,20,224,Octillery
35,55,50,Silcoon,25,25,60,60,50,Skrelp,60,60,690,Skrelp
48,48,48,Ditto,48,48,60,70,65,Porygon,85,75,132,Ditto
95,67,75,Magmortar,125,95,75,80,95,Slowking,100,110,467,Magmortar
85,75,70,Tapu Lele,130,115,50,55,45,Oddish,75,65,786,Tapu Lele
30,40,45,Solosis,105,50,75,115,100,Suicune,90,115,245,Suicune
100,70,80,Machoke,50,60,103,80,75,Leavanny,70,80,542,Leavanny
40,70,30,Horsea,70,25,85,51,77,Kricketune,55,51,116,Horsea
105,105,70,Boldore,50,40,65,105,110,Mandibuzz,55,95,525,Boldore
75,150,80,Registeel,75,150,80,100,40,Geodude,30,30,74,Geodude
